Cable System Name,Operators,Known Users (ASes),Length of Cable System (km),Sources,Connecting cables,Landing Point 1,Landing Point 2,Landing Point 3,Landing Point 4,Landing Point 5,Landing Point 6,Landing Point 7,Landing Point 8,Landing Point 9,Landing Point 10,Landing Point 11,Landing Point 12,Landing Point 13,Landing Point 14,Landing Point 15,Landing Point 16,Landing Point 17,Landing Point 18,Landing Point 19,Landing Point 20,Landing Point 21,Landing Point 22,Segment 1,Segment 1 Length (km),Segment 1 Predicted RTT (ms),Segment 2,Segment 2 Length (km),Segment 2 Predicted RTT (ms),Segment 3,Segment 3 Length (km),Segment 4,Segment 4 Length (km),Segment 4 Predicted RTT (ms),Segment 5,Segment 5 Length (km),Segment 5 Predicted RTT (ms),Segment 6,Segment 6 Length (km),Segment 6 Predicted RTT (ms),Segment 7,Segment 7 Length (km),Segment 7 Predicted RTT (ms),Segment 8,Segment 8 Length (km),Segment 8 Predicted RTT (ms),Segment 9,Segment 9 Length (km),Segment 9 Predicted RTT (ms),Segment 10,Segment 10 Length (km),Segment 10 Predicted RTT (ms),Segment 11,Segment 11 Length (km),Segment 11 Predicted RTT (ms),Segment 12,Segment 12 Length (km),Segment 12 Predicted RTT (ms),Segment 13,Segment 13 Length (km),Segment 13 Predicted RTT (ms),Segment 14,Segment 14 Length (km),Segment 14 Predicted RTT (ms),Segment 15,Segment 15 Length (km),Segment 15 Predicted RTT (ms),Segment 16,Segment 16 Length (km),Segment 16 Predicted RTT (ms),Segment 17,Segment 17 Length (km),Segment 17 Predicted RTT (ms),Segment 18,Segment 18 Length (km),Segment 18 Predicted RTT (ms)
sumatera-bangka-cable-system-sbcs,Telkom Indonesia,,57,"https://www.infrapedia.com/subsea-cable/sumatera-bangka-cable-system-sbcs, https://www.submarinecablemap.com/submarine-cable/sumatera-bangka-cable-system-sbcs",-,"Muntok, Indonesia","Palembang, Indonesia",,,,,,,,,,,,,,,,,,,,,"Muntok, Indonesia; Palembang, Indonesia",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suriname-guyana-submarine-cable-system-sg-scs,"Guyana Telephone and Telegraph (GT&T), TeleSur (Telecommunication company Suriname)",,1249,"https://www.infrapedia.com/subsea-cable/suriname-guyana-submarine-cable-system-sg-scs, https://www.submarinecablemap.com/submarine-cable/suriname-guyana-submarine-cable-system-sg-scs, https://fcc.report/IBFS/SCL-T-C-20141121-00014/1081674.pdf",-,"Chaguaramas, Trinidad and Tobago","Georgetown, Guyana","Totness, Suriname",,,,,,,,,,,,,,,,,,,,"Chaguaramas, Trinidad and Tobago; Totness, Suriname",,,"[Chaguaramas, Trinidad and Tobago; Totness, Suriname]; Georgetown, Guyana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svalbard-undersea-cable-system,Space Norway,,2714,"https://www.infrapedia.com/subsea-cable/svalbard-undersea-cable-system, https://www.submarinecablemap.com/submarine-cable/svalbard-undersea-cable-system, https://www.nrk.no/tromsogfinnmark/this-is-what-the-damaged-svalbard-cable-looked-like-when-it-came-up-from-the-depths-1.16895904, https://polarjournal.ch/en/2022/01/18/svalbard-is-looking-to-find-out-who-broke-its-internet/, https://en.wikipedia.org/wiki/Svalbard_Undersea_Cable_System",-,"Breivika, Norway","Svalbard, Norway",,,,,,,,,,,,,,,,,,,,,"Breivika, Norway; Svalbard, Norway",1375,,"Breivika, Norway; Svalbard, Norway",1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweden-estonia-ee-s-1,"Arelion (fka Telia Carrier), GN Great Nordic, Telia Eesti",,240,"https://www.submarinecablemap.com/submarine-cable/sweden-estonia-ee-s-1, https://www.infrapedia.com/subsea-cable/estonia-sweden-1-ee-s-1, https://web.archive.org/web/20121115045135/http://www.iscpc.org/cabledb/Baltic_Cable_db.htm, https://en.wikipedia.org/wiki/EE-S1",-,"Kardla, Estonia","Tallinn, Estonia","Stavsnas, Sweden",,,,,,,,,,,,,,,,,,,,"Tallinn, Estonia; Kardla, Estonia",,,"Kardla, Estonia; Stavsnas, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweden-finland-4-sfs-4,"Arelion (fka Telia Carrier), Elisa Corporation",,254,https://www.infrapedia.com/subsea-cable/sweden-finland-4-sfs-4,-,"Mariehamn, Finland","Norrtalge, Sweden","Turku, Finland",,,,,,,,,,,,,,,,,,,,"Norrtalge, Sweden; Mariehamn, Finland",,,"Mariehamn, Finland; Turku, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweden-finland-link-sfl,"Arelion (fka Telia Carrier), Elisa Corporation",,142,https://www.infrapedia.com/subsea-cable/sweden-finland-link-sfl,-,"Mariehamn, Finland","Vaddo, Sweden",,,,,,,,,,,,,,,,,,,,,"Vaddo, Sweden; Mariehamn, Finland",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweden-latvia,Latvia State Radio and Television Centre,,391,"https://www.infrapedia.com/subsea-cable/sweden-latvia, https://www.submarinecablemap.com/submarine-cable/sweden-latvia",-,"Farosund, Sweden","Stockholm, Sweden","Ventspils, Latvia",,,,,,,,,,,,,,,,,,,,"Ventspils, Latvia; Farosund, Sweden",,,"Farosund, Sweden; Stockholm, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taba-aqaba,National Electric Power Company of Jordan,,13,"https://www.infrapedia.com/subsea-cable/taba-aqaba, https://www.nepco.com.jo/en/OPGW.aspx",-,"Aqaba, Jordan","Taba, Egypt",,,,,,,,,,,,,,,,,,,,,"Aqaba, Jordan; Taba, Egypt",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taino-carib,"AT&T, Antelecom, C&W Networks, Embratel, HUB Advanced Networks (fka Prepare Networks), Orange, T-Mobile",,186,https://infrapedia.com/subsea-cable/taino-carib,-,"Isla Verde, PR, United States","Magen's Bay, VI, United States","Miramar, PR, United States","Tortola, Virgin Islands (U.K.)",,,,,,,,,,,,,,,,,,,"Tortola, Virgin Islands (U.K.); Magen's Bay, VI, US",,,"Magen's Bay, VI, US; Miramar, PR, US",,,"[Magen's Bay, VI, US; Miramar, PR, US]; Isla Verde, PR, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taiwan-strait-express-1-tse-1,"China Mobile, China Unicom, Chunghwa Telecom, Far EasTone (FET), Taiwan International Gateway Corporation, Taiwan Mobile",,270,"https://www.submarinecablemap.com/submarine-cable/taiwan-strait-express-1-tse-1, https://www.infrapedia.com/subsea-cable/taiwan-strait-express-1-tse-1, https://www.submarinenetworks.com/en/systems/intra-asia/tse-1/tse-1-cable-ready-for-commercial-use, https://www.submarinenetworks.com/en/systems/intra-asia/tse-1/tse-1-cable-launch",-,"Fuzhou, China","Tanshui, Taiwan",,,,,,,,,,,,,,,,,,,,,"Fuzhou, China; Tanshui, Taiwan",270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamares-north,Tamares Telecom,,345,https://www.infrapedia.com/subsea-cable/tamares-north,-,"Haifa, Israel","Yeroskipos, Cyprus",,,,,,,,,,,,,,,,,,,,,"Haifa, Israel; Yeroskipos, Cyprus",345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tampnet-offshore-foc-network,Tampnet AS,,1751,"https://www.infrapedia.com/subsea-cable/tampnet-offshore-foc-network, https://www.submarinecablemap.com/submarine-cable/tampnet-offshore-foc-network",-,"Aberdeen, United Kingdom","Farsund, Norway","Karsto, Norway","Lowestoft, United Kingdom","Oygarden, Norway",,,,,,,,,,,,,,,,,,"Lowestoft, United Kingdom; Oygarden, Norway",,,"[Lowestoft, United Kingdom; Oygarden, Norway]; Aberdeen, United Kingdom",,,"[Lowestoft, United Kingdom; Oygarden, Norway]; Farsund, Norway",,"[Lowestoft, United Kingdom; Oygarden, Norway]; Karsto, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tangerine,Colt,,112,"https://www.colt.net/wp-content/uploads/2024/04/2024-Subsea-Map.pdf, https://www.telecomramblings.com/2022/11/lumen-and-colt-make-a-deal/, https://www.infrapedia.com/subsea-cable/tangerine, https://www.submarinecablemap.com/submarine-cable/tangerine, https://web.archive.org/web/20110723065334fw_/http://www.iscpc.org/cabledb/North_Sea_Cable_db.htm",-,"Ostend, Belgium","Broadstairs, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Ostend, Belgium; Broadstairs, United Kingdom",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanjun-pandan-sungai-kakap-cable-system,Moratelindo,,348,"https://www.infrapedia.com/subsea-cable/tanjun-pandan-sungai-kakap-cable-system, https://www.submarinecablemap.com/submarine-cable/tanjun-pandan-sungai-kakap-cable-system",-,"Sungai Kakap, Indonesia","Tanjung Pandan, Indonesia",,,,,,,,,,,,,,,,,,,,,"Sungai Kakap, Indonesia; Tanjung Pandan, Indonesia",348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tannat,"Antel Uruguay, Google LLC","Telxius, EdgeUno",2000,"https://www.infrapedia.com/subsea-cable/tannat, https://www.submarinecablemap.com/submarine-cable/tannat, https://telxius.com/en/our-network/tannat/","junior, monet","Las Toninas, Argentina","Maldonado, Uruguay","Santos, Brazil",,,,,,,,,,,,,,,,,,,,"Las Toninas, Argentina; Santos, Brazil",,,"[Las Toninas, Argentina; Santos, Brazil]; Maldonado, Uruguay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarakan-selor-cable-system-tscs,Telkom Indonesia,,83,"https://www.submarinecablemap.com/submarine-cable/tarakan-selor-cable-system-tscs, https://www.infrapedia.com/subsea-cable/tarakan-selor-cable-system-tscs",-,"Tanjung Selor, Indonesia","Tarakan, Indonesia",,,,,,,,,,,,,,,,,,,,,"Tanjung Selor, Indonesia; Tarakan, Indonesia",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tasman-global-access-tga-cable,"One NZ, Spark New Zealand, Telstra",,2288,"https://www.submarinecablemap.com/submarine-cable/tasman-global-access-tga-cable, https://www.infrapedia.com/subsea-cable/tasman-global-access-tga-cable, https://www.vodafone.com/business/solutions/by-business-type/carrier-and-infrastructure-provider/submarine-and-terrestrial-cables/tga",-,"Oxford Falls, NSW, Australia","Raglan, New Zealand",,,,,,,,,,,,,,,,,,,,,"Oxford Falls, NSW, Australia; Raglan, New Zealand",2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tata-tgn-atlantic,Tata Communications,AFR-IX Telecom,12935,"https://www.infrapedia.com/subsea-cable/tata-tgn-atlantic, https://www.submarinenetworks.com/en/systems/trans-atlantic/tgn-atlantic",-,"Highbridge, United Kingdom","Wall Township, NJ, US",,,,,,,,,,,,,,,,,,,,,"Highbridge, United Kingdom; Wall Township, NJ, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tata-tgn-gulf,Tata Communications,BSO Network Solutions,4031,"https://www.infrapedia.com/subsea-cable/tata-tgn-gulf, https://www.submarinecablemap.com/submarine-cable/tata-tgn-gulf",SEACOM/tata-tgn-eurasia,"Al Khobar, Saudi Arabia","Al-Kheesa, Qatar","Amwaj Island, Bahrain","Dubai, United Arab Emirates","Fujairah, United Arab Emirates","Qalhat, Oman",,,,,,,,,,,,,,,,,"Amwaj Island, Bahrain; Qalhat, Oman",,,"Qalhat, Oman; Al-Kheesa, Qatar",,,"Al-Kheesa, Qatar; Al Khobar, Saudi Arabia",,"Al Khobar, Saudi Arabia; Dubai, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tata-tgn-intra-asia-tgn-ia,Tata Communications,BSO Network Solutions,6800,"https://www.submarinenetworks.com/en/systems/intra-asia/tgn-ia/tgn-ia-network-connectivity?highlight=WyJ0Z24taWEiLCJ0Z24taWEncyJd, https://www.infrapedia.com/subsea-cable/tata-tgn-intra-asia-tgn-ia, https://www.submarinenetworks.com/en/systems/intra-asia/tgn-ia/tgn-ia-cable-system, https://www.submarinecablemap.com/submarine-cable/tata-tgn-intra-asia-tgn-ia",tata-tgn-pacific,"Ballesteros, Philippines","Changi North, Singapore","Deep Water Bay, China","Vung Tau, Vietnam","Toyohashi, Japan","Piti GU, USA",,,,,,,,,,,,,,,,,"Changi North, Singapore; Vung Tau, Vietnam",,,"Vung Tau, Vietnam; Ballesteros, Philippines",,,"Ballesteros, Philippines; Toyohashi, Japan",,"Changi North, Singapore; Deep Water Bay, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tata-tgn-pacific,Tata Communications,"BSO Network Solutions, Zayo",22300,"https://www.infrapedia.com/subsea-cable/tata-tgn-pacific, https://www.zayo.com/newsroom/zayo-unveils-latest-series-of-infrastructure-expansions/, https://go.zayo.com/Zayo_Network_Capabilities_Mapbook",,"Hillsboro OR, USA","Los Angeles CA, USA","Piti GU, USA","Emi, Japan","Toyohashi, Japan",,,,,,,,,,,,,,,,,,"Toyohashi, Japan; Piti GU, USA",,,"Toyohashi, Japan; Hillsboro OR, USA",,,"Emi, Japan; Hillsboro OR, USA",,"Hillsboro OR, USA; Los Angeles CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tata-tgn-tata-indicom,Tata Communications,BSO Network Solutions,3175,"https://www.infrapedia.com/subsea-cable/tata-tgn-tata-indicom, https://www.submarinenetworks.com/en/systems/intra-asia/tic/tic-cable-system",,"Chennai, India","Changi North, Singapore",,,,,,,,,,,,,,,,,,,,,"Chennai, India; Changi North, Singapore",3175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tata-tgn-western-europe,Tata Communications,,3482,https://www.infrapedia.com/subsea-cable/tata-tgn-western-europe,,"Bilbao, Spain","Seixal, Portugal","Highbridge, United Kingdom",,,,,,,,,,,,,,,,,,,,"Highbridge, United Kingdom; Seixal, Portugal",,,"Highbridge, United Kingdom; Bilbao, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te-northtgn-eurasiaseacomalexandrosmedex,"Algerie Telecom, CytaGlobal, PCCW Global, SEACOM Limited, Tata Communications, Telecom Egypt","BSO Network Solutions, AFR-IX Telecom",3634,"https://www.infrapedia.com/subsea-cable/te-northtgn-eurasiaseacomalexandrosmedex, https://www.submarinenetworks.com/en/systems/asia-europe-africa/te-north?highlight=WyJ1bmNhdGVnb3Jpc2VkIiwic2l0ZSIsImNhdGVnb3J5IiwiY29udGVudCIsImNyZWF0ZSIsImltcGxlbWVudGVkIiwibGV0dGVyIiwic2VwYXJhdGUiLCJ3YW50ZWQiLCJjYXRlZ29yaXplZCJd, https://www.submarinenetworks.com/en/systems/asia-europe-africa/alexandros",,"Abu Talat, Egypt","Annaba, Algeria","Marseille, France","Pentaskhinos, Cyprus",,,,,,,,,,,,,,,,,,,"Abu Talat, Egypt; Marseille, France",3634,,"[Abu Talat, Egypt; Marseille, France]; Annaba, Algeria",184,,"Abu Talat, Egypt; Pentaskhinos, Cyprus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telstra-endeavour,Telstra,BSO Network Solutions,9125,https://www.infrapedia.com/subsea-cable/telstra-endeavour,,"Keawaula HI, US","Paddington, NSW, Australia",,,,,,,,,,,,,,,,,,,,,"Paddington, NSW, Australia; Keawaula, HI, United States",9125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenerife-gran-canaria,Telefonica,,110,https://www.infrapedia.com/subsea-cable/tenerife-gran-canaria,,"El M̩dano, Canary Islands","Sardina, Canary Islands",,,,,,,,,,,,,,,,,,,,,"Sardina, Canary Islands; El M̩dano, Canary Islands",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenerife-la-gomera-la-palma,Telefonica,,222,https://www.infrapedia.com/subsea-cable/tenerife-la-gomera-la-palma,,"Granadilla, Canary Islands","San Sebastian de la Gomera, Canary Islands","Santa Cruz de La Palma, Canary Islands",,,,,,,,,,,,,,,,,,,,"Santa Cruz de La Palma, Canary Islands; San Sebastian de la Gomera, Canary Islands",,,"San Sebastian de la Gomera, Canary Islands; Granadilla, Canary Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenerife-la-palma,Telefonica,,130,https://www.infrapedia.com/subsea-cable/tenerife-la-palma-telapa,,"Los Realejos, Canary Islands","Santa Cruz de La Palma, Canary Islands",,,,,,,,,,,,,,,,,,,,,"Los Realejos, Canary Islands; Santa Cruz de La Palma, Canary Islands",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terra-sw,GCI Communication Corp (GCI),,481,"https://www.infrapedia.com/subsea-cable/terra-sw, https://www.submarinecablemap.com/submarine-cable/terra-sw",,"Fish Camp AK, USA","Homer AK, USA","Igiugig AK, USA","Illiamna AK, USA","Kokhanok AK, USA","Newhalen AK, USA","Nondalton AK, USA","Pedro Bay AK, USA","Pile Bay AK, USA","Port Alsworth AK, USA","Williamsport AK, USA",,,,,,,,,,,,"Homer AK, USA; Williamsport AK, USA",,,"Port Alsworth AK, USA; Nondalton AK, USA",,,"Nondalton AK, USA; Fish Camp AK, USA",,"Illiamna AK, USA; Pedro Bay AK, USA",,,"Pedro Bay AK, USA; Pile Bay AK, USA",,,"Pile Bay AK, USA; Kokhanok AK, USA",,,"Kokhanok AK, United States; Illiamna AK, USA",,,"Kokhanok AK, USA; Igiugig AK, USA",,,"Igiugig AK, USA; Newhalen AK, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thailand-indonesia-singapore-tis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-east-african-marine-system-teams,,Tata Communications,,https://www.tatacommunications.com/map/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thetis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tobrok-emasaed-cable-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokelau-submarine-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tonga-cable,,,,https://en.wikipedia.org/wiki/Southern_Cross_Cable,southern-cross-cable-network-sccn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tonga-domestic-cable-extension-tdce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trans-adriatic-express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trans-pacific-express-tpe-cable-system,"AT&T, China Telecom, China Unicom, Chunghwa Telecom, Korea Telecom, NTT, Verizon",,18066,"https://www.submarinenetworks.com/en/systems/trans-pacific/tpe/tpe-cable-system, https://www.submarinenetworks.com/en/systems/trans-pacific/tpe/tpe-cable-network-topology, https://www.submarinecablemap.com/submarine-cable/trans-pacific-express-tpe-cable-system",,"Chongming, China","Qingdao, China","Maruyama, Japan","Geoje, South Korea","Tanshui, Taiwan","Nedonna Beach OR, USA",,,,,,,,,,,,,,,,,"Chongming, China; Nedonna Beach OR, USA",10600,,"Qingdao, China; Geoje, South Korea",,,"Qingdao, China; [Chongming, China; Nedonna Beach OR, USA]",,"Tanshui, Taiwan; Chongming, China",,,"Geoje, South Korea; Maruyama, Japan",,,"[Geoje, South Korea; Maruyama, Japan]; [Chongming, China; Nedonna Beach OR, USA]",,,"[Geoje, South Korea; Maruyama, Japan]; Tanshui, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transcan-2,Telefonica,,238,https://www.submarinecablemap.com/submarine-cable/transcan-2,,"Aguimes, Canary Islands","Arrecife, Canary Islands","Morrojable, Canary Islands","Puerto del Rosario, Canary Islands",,,,,,,,,,,,,,,,,,,"Aguimes, Canary Islands; Morrojable, Canary Islands",,,"Puerto del Rosario, Canary Islands; Arrecife, Canary Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transcan-3,Telefonica,,210,https://www.submarinecablemap.com/submarine-cable/transcan-3,,"Alta Vista, Canary Islands","Playa Blanca, Canary Islands",,,,,,,,,,,,,,,,,,,,,"Alta Vista, Canary Islands; Playa Blanca, Canary Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transworld-tw1,Transworld,,1300,"https://www.submarinecablemap.com/submarine-cable/transworld-tw1, https://www.submarinenetworks.com/en/systems/intra-asia/tw1?highlight=WyJ0cmFuc3dvcmxkIiwidHJhbnN3b3JsZCdzIl0=",,"Al Seeb, Oman","Karachi, Pakistan","Fujairah, United Arab Emirates",,,,,,,,,,,,,,,,,,,,"Fujairah, United Arab Emirates; Karachi, Pakistan",1237,,"[Fujairah, United Arab Emirates; Karachi, Pakistan]; Al Seeb, Oman",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trapani-kelibia,"Sparkle, Tunisia Telecom",,209,https://www.submarinecablemap.com/submarine-cable/trapani-kelibia-2-keltra-2,,"Trapani, Italy","Kelibia, Tunisia",,,,,,,,,,,,,,,,,,,,,"Kelibia, Tunisia; Trapani, Italy",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt-1,"Alliance Telecommunications, Liberty Latin America (LLA), TSTT",,48,https://www.submarinecablemap.com/submarine-cable/tt-1,,"Pigeon Point, Trinidad and Tobago","Toco, Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,"Pigeon Point, Trinidad and Tobago; Toco, Trinidad and Tobago",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tui-samoa,Samoa Submarine Cable Company,,1693,"https://www.submarinecablemap.com/submarine-cable/tui-samoa, https://www.submarinenetworks.com/en/systems/australia-usa/tui-samoa?highlight=WyJ0dWktc2Ftb2EiLCJcdTIwMWN0dWktc2Ftb2EiXQ==, https://en.wikipedia.org/wiki/Southern_Cross_Cable",southern-cross-cable-network-sccn,"Savusavu, Fiji","Suva, Fiji","Apia, Samoa","Tuasivi, Samoa","Leava, Wallis and Futuna","Mata-Utu, Wallis and Futuna",,,,,,,,,,,,,,,,,"Suva, Fiji; Apia, Samoa",1470,,"[Suva, Fiji; Apia, Samoa]; Tuasivi, Samoa",,,"[Suva, Fiji; Apia, Samoa]; Savusavu, Fiji",,"[Suva, Fiji; Apia, Samoa]; Leava, Wallis and Futuna",,,"[Suva, Fiji; Apia, Samoa]; Mata-Utu, Wallis and Futuna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turcyos-1,Turk Telekom,,110,https://www.submarinecablemap.com/submarine-cable/turcyos-1,,"Girne, Cyprus","Bozyazi, Turkey",,,,,,,,,,,,,,,,,,,,,"Girne, Cyprus; Bozyazi, Turkey",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turcyos-2,Turk Telekom,,213,https://www.submarinecablemap.com/submarine-cable/turcyos-2,,"Iskele, Cyprus","Samandag, Turkey",,,,,,,,,,,,,,,,,,,,,"Iskele, Cyprus; Samandag, Turkey",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tverrlinken,KystTele,,80,"https://www.submarinecablemap.com/submarine-cable/tverrlinken, https://www.kysttele.no/about/",polar-circle-cable,"Hemnesberget, Norway","Mo I Rana, Norway","Nesna, Norway","Utskarpen, Norway",,,,,,,,,,,,,,,,,,,"Mo I Rana, Norway; Hemnesberget, Norway",,,"Hemnesberget, Norway; Utskarpen, Norway",,,"Utskarpen, Norway; Nesna, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uae-iran,"Etisalat UAE, Telecommunication Infrastructure Company of Iran",,170,https://www.submarinecablemap.com/submarine-cable/uae-iran,,"Jask, Iran","Fujairah, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,"Jask, Iran; Fujairah, United Arab Emirates",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ugarit,"A1 Telekom Austria, AT&T, BT, Cyta, Deutsche Telekom, Lebanese Ministry of Telecommunications, Orange, Singtel, Sparkle, Syrian Telecommunications Establishment, Tata Communications, Telefonica, Vivacom",,239,https://www.submarinecablemap.com/submarine-cable/ugarit,,"Pentaskhinos, Cyprus","Tartous, Syria",,,,,,,,,,,,,,,,,,,,,"Pentaskhinos, Cyprus; Tartous, Syria",239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uk-channel-islands-7,"BT, Sure",,124,https://www.submarinecablemap.com/submarine-cable/uk-channel-islands-7,,"L'Ancresse Bay, Guernsey","Dartmouth, United Kingdom",,,,,,,,,,,,,,,,,,,,,"L'Ancresse Bay, Guernsey; Dartmouth, United Kingdom",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uk-channel-islands-8,"BT, JT Global (Jersey Telecom)",,237,https://www.infrapedia.com/subsea-cable/uk-channel-islands-8,,"St. Ouens Bay, Jersey","Goonhilly Downs, United Kingdom",,,,,,,,,,,,,,,,,,,,,"St. Ouens Bay, Jersey; Goonhilly Downs, United Kingdom",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultramar-ge,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),,263,https://www.submarinecablemap.com/submarine-cable/ultramar-ge,,"Annobon, Equatorial Guinea","Sao Tome, Sao Tome and Principe",,,,,,,,,,,,,,,,,,,,,"Annobon, Equatorial Guinea; Sao Tome, Sao Tome and Principe",263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
